#Col 1 - KOI
#Col 2 - KIC
#Col 3 - 1==good ephemeris match to TCE ; 2=degraded match to TCE or twice/half ephemeris match, but still acceptable
#Col 4 - Phase of secondary - weak secondary test is still triggering near the primary sometimes; filter on proximity
#Col 5- 2ndary depth [ppm]
#Col 6 - uncertainty in 2ndary depth [ppm]
#Col 7 - MES/significance of secondary
#
KOI,kepid,matchflag,phase,depth,e_depth,mes
1695.01,6803855,1,-0.080074,47.94,14.64,3.03
1696.01,6891366,1,0.510308,7.13,3.65,2.10
1697.01,6891637,1,0.128253,53.97,53.44,1.27
1698.01,6975615,1,0.157359,15.68,7.40,1.48
1699.01,7137725,1,0.670558,2.54,3.06,1.93
1700.01,7220429,1,0.370146,35.39,9.38,3.93
1701.01,7222086,1,0.500121,2.23,1.24,2.01
1702.01,7304449,1,0.121897,-0.80,22.18,0.85
1703.01,7380829,1,-0.156620,17.96,5.85,1.67
1704.01,7386827,1,0.259146,45.08,16.83,2.41
1705.01,7522911,1,-0.203911,58.20,29.39,1.62
1706.01,7626370,1,0.159386,10.37,5.32,1.96
1707.01,7703955,1,0.721412,142.75,39.22,3.26
1707.02,7703955,1,-0.006106,272.96,65.26,4.49
1708.01,7750419,1,0.673744,77.96,28.07,3.06
1709.01,7768952,1,0.689564,129.36,10.95,11.63
1710.01,7815744,1,0.693108,75.93,34.74,2.40
1711.01,7955580,1,-0.113638,161.68,45.36,3.81
1712.01,8162790,1,0.291466,43.65,26.17,2.26
1713.01,8230616,1,0.408870,57.06,21.76,1.99
1713.02,8230616,1,0.281688,15.42,14.54,1.47
1714.01,9655129,1,0.498588,1781.03,32.88,85.07
1715.01,9836959,1,0.677587,32.96,10.02,3.17
1716.01,9838949,1,0.575297,26.37,12.35,2.00
1717.01,9895006,1,0.584085,40.65,12.43,2.81
1718.01,9896558,1,0.151990,106.94,32.76,3.29
1718.02,9896558,1,0.178955,167.05,51.31,3.52
1719.01,9899483,1,0.337697,8.87,2.60,3.08
1720.01,10015937,1,0.353126,150.92,49.11,2.53
1721.01,10019065,1,-0.144044,66.75,28.63,2.79
1722.01,10080248,1,0.223859,50.78,16.10,2.61
1723.01,10213902,1,0.296561,98.21,34.72,2.87
1724.01,10214162,1,0.460926,60.76,23.74,2.22
1726.01,8242434,1,0.273729,44.11,12.56,3.46
1727.01,6185331,1,-0.030929,98.15,44.55,2.55
1728.01,11820830,1,-0.016199,45.54,30.69,7.59
1729.01,6603756,1,-0.498634,1462.26,38.35,46.19
1730.01,8460600,1,0.499834,2793.54,33.37,125.27
1731.01,8266276,1,0.450405,96.28,46.91,2.68
1731.02,8266276,1,-0.149184,126.97,125.74,1.49
1732.01,6869184,1,-0.112113,184.05,49.55,3.26
1733.01,8396405,1,0.178887,123.82,53.85,2.29
1734.01,8845574,1,0.497512,183.39,21.25,7.12
1735.01,3446451,2,0.445141,3.72,2.20,2.39
1736.01,6604328,1,0.607016,146.77,38.70,4.12
1737.02,3745690,1,0.722833,33.57,10.54,2.34
1737.03,3745690,1,0.616776,13.46,11.30,2.30
1738.01,4365645,1,0.277702,7.10,5.08,1.88
1740.01,6762829,1,0.498659,999.56,12.45,95.53
1741.01,8180020,1,0.508210,1781.03,36.10,56.91
1742.01,9528420,1,0.499479,950.67,18.17,67.10
1744.01,6364327,1,0.142882,0.00,-1.00,0.00
1745.01,9574614,1,-0.092277,2.60,29.48,1.80
1746.01,8197343,1,0.190624,45.24,22.00,2.01
1747.01,7032421,1,0.230593,80.31,24.01,4.70
1747.02,7032421,1,0.235233,6.15,5.97,1.60
1748.01,7593110,1,0.497270,2257.78,35.48,67.97
1749.01,6786348,1,0.569572,85.13,36.80,2.54
1750.01,6209677,1,-0.028057,12.18,19.55,2.05
1750.02,6209677,1,-0.049262,31.18,30.00,1.14
1751.01,9729691,1,-0.176223,58.38,18.50,3.40
1751.02,9729691,2,0.372368,50.65,28.19,2.77
1752.01,8127586,1,0.346768,113.86,27.57,4.53
1753.01,4950232,1,0.100250,60.09,47.74,2.45
1754.01,8651389,1,0.514810,46.14,10.50,3.66
1755.01,5302006,1,0.255991,43.43,16.31,2.13
1756.02,3967760,1,0.620183,113.39,34.75,2.89
1757.01,4851464,1,0.499651,1924.40,38.79,52.73
1758.01,6705142,1,-0.119367,141.34,37.59,3.96
1759.01,3248019,1,0.715788,27.21,18.48,2.26
1760.01,3967760,1,0.668129,88.14,28.69,2.30
1760.02,3967760,1,0.620183,113.39,34.75,2.89
1761.01,4067336,1,-0.190388,152.85,47.69,3.88
1762.01,5387843,1,0.118440,2.36,14.20,2.34
1763.01,10491044,1,0.088106,48.84,33.91,2.26
1764.01,11904734,1,0.741226,153.95,52.19,3.27
1765.01,8043714,1,0.502878,1171.72,30.58,39.83
1766.01,3654950,1,0.209323,10.31,37.25,0.83
1767.01,8223328,1,0.144757,311.83,16.80,25.88
1768.01,4150390,1,0.649051,3356.00,99.26,44.08
1769.01,8444552,1,0.530515,-16.68,4.16,0.54
1770.01,7918217,1,0.582590,31.33,11.84,3.20
1771.01,11342573,1,-0.133971,236.30,72.99,2.69
1772.01,3345675,1,-0.088800,348.31,144.00,3.64
1773.01,10153011,1,-0.138279,185.20,73.38,2.89
1774.01,11285136,1,0.500320,455.68,22.26,19.81
1775.01,4913000,1,0.584273,7.70,2.67,2.62
1776.01,8453214,1,0.661457,63.73,21.32,2.18
1777.01,5110423,1,0.181475,31.30,19.25,2.54
1778.01,5444384,2,0.329051,3.20,7.74,0.66
1779.01,9909735,1,-0.214469,8.62,8.80,3.75
1779.02,9909735,1,-0.113732,-2.47,13.94,3.90
1780.01,5450814,1,0.482181,2319.42,63.76,58.71
1781.01,11551692,1,0.616274,-5.40,8.93,3.59
1781.02,11551692,1,0.651987,12.92,5.04,2.65
1781.03,11551692,1,-0.185366,60.70,23.97,4.12
1782.01,8678664,1,-0.492351,125.69,46.92,3.26
1783.01,10005758,1,0.459335,51.97,19.87,10.46
1783.02,10005758,1,-0.095979,94.16,29.41,3.32
1784.01,10158418,1,0.607455,30.56,10.05,3.28
1785.01,9366989,1,0.499883,154.85,12.24,16.92
1786.01,3128793,1,0.444061,230.27,66.96,3.43
1787.01,5864975,1,-0.190541,301.96,54.35,4.34
1788.01,2975770,1,-0.187887,156.13,59.88,4.77
1788.02,2975770,1,0.385664,5.04,176.48,2.78
1789.01,5565497,1,-0.228485,3.23,1.70,2.63
1790.01,6504954,1,0.324273,153.89,56.22,3.49
1791.01,4144231,1,-0.155206,92.73,37.99,2.69
1792.01,8552719,1,0.403731,59.49,11.14,4.00
1792.02,8552719,1,0.466982,9.75,1.62,7.88
1792.03,8552719,1,0.435158,7.00,4.00,2.20
1793.01,5731623,1,0.097723,80.42,19.75,3.59
1794.01,6153672,1,0.499716,171.66,23.65,7.52
1795.01,9674608,1,0.498453,827.18,38.46,22.38
1796.01,10019399,1,0.289320,17.08,6.67,3.43
1797.01,10676014,1,0.637152,36.65,11.83,3.07
1798.01,6867766,1,0.298405,41.12,16.67,3.69
1799.01,6058614,1,0.499951,360.87,21.01,19.25
1800.01,11017901,1,0.384969,20.63,6.76,2.83
1801.01,5088591,1,0.436640,30.90,21.30,2.79
1802.01,11298298,1,0.568938,17.87,6.26,3.36
1803.01,4349442,1,0.469447,26.98,8.00,3.46
1803.02,4349442,1,0.058551,18.80,13.02,2.35
1804.01,11187436,1,0.198903,82.66,36.24,4.13
1805.01,4644952,1,-0.141663,25.82,9.01,2.93
1805.02,4644952,1,-0.030432,76.13,18.26,3.08
1805.03,4644952,1,0.617980,9.02,7.35,1.99
1806.01,9529744,1,0.405066,-0.44,2.69,0.65
1806.02,9529744,1,0.515342,30.24,8.78,3.36
1806.03,9529744,1,0.594817,17.46,6.01,2.86
1807.01,10614012,1,0.276795,207.20,64.78,3.61
1808.01,7761918,1,0.133113,47.11,16.07,3.86
1809.01,8240797,1,-0.132695,22.03,7.19,3.54
1809.02,8240797,1,0.186915,7.09,4.11,3.28
1810.01,8164262,1,-0.025000,120.26,13.28,7.23
1811.01,3966262,2,0.548624,1080.24,30.93,48.88
1812.01,6279974,1,0.104780,0.00,-1.00,0.00
1813.01,9455325,1,0.456660,19.83,9.42,2.84
1814.01,5621125,1,0.630013,29.64,7.85,2.93
1815.01,9872283,1,-0.174895,32.36,7.67,3.21
1816.01,8624520,1,0.680199,110.83,33.60,2.94
1818.01,7870032,1,-0.074662,33.53,14.71,2.83
1819.01,9597058,1,0.390935,36.39,11.13,4.08
1820.01,8277797,1,0.387873,26.51,7.04,3.22
1820.02,8277797,1,0.682567,14.02,4.91,2.69
1821.01,8832512,1,-0.221729,52.68,18.54,2.84
1822.01,5124667,1,0.399512,33.79,20.82,2.76
1823.01,10092312,1,0.267150,25.09,10.11,2.67
1823.02,10092312,1,0.566837,17.62,5.01,3.36
1824.01,2989404,1,0.446105,4.07,2.92,2.02
1824.02,2989404,1,0.099306,-0.83,4.34,1.67
1825.01,5375194,1,0.057924,22.27,13.69,2.74
1826.01,6468138,1,0.479959,52.76,15.83,3.90
1827.01,10031707,1,0.486879,121.78,8.70,15.11
1828.01,11875734,1,0.224999,132.02,30.91,4.17
1829.01,7697568,1,0.162897,184.56,55.05,3.64
1830.01,3326377,1,-0.225028,60.70,17.67,3.19
1830.02,3326377,1,-0.086344,189.06,55.88,3.56
1831.01,11601584,1,0.321503,71.66,20.33,3.64
1831.02,11601584,1,0.453672,21.92,8.00,2.89
1831.03,11601584,2,0.315371,37.48,13.93,2.63
1831.04,11601584,1,-0.061251,67.82,20.27,3.04
1832.01,11709244,1,0.535144,31.38,17.25,2.84
1832.02,11709244,1,0.182649,114.73,31.11,3.81
1832.03,11709244,1,0.298560,120.99,43.77,3.49
1833.01,11853878,1,0.190678,20.46,12.98,2.99
1833.02,11853878,1,-0.013827,5.18,24.38,3.04
1833.03,11853878,1,-0.228242,47.82,17.88,3.05
1834.01,5802478,1,0.501400,172.19,12.88,16.27
1835.01,9471268,1,0.503087,16.06,7.75,2.39
1835.02,9471268,1,0.203099,11.05,5.22,3.42
1835.03,9471268,1,0.697056,38.81,10.91,3.92
1836.01,5389540,1,0.489054,695.14,56.41,12.98
1837.01,10657406,1,0.442281,31.73,17.95,3.43
1837.02,10657406,1,0.626384,12.64,4.40,2.89
1838.01,5526527,1,0.643492,83.25,29.46,3.34
1839.01,5856571,1,0.063918,42.80,13.51,3.57
1839.02,5856571,1,0.728502,109.69,30.45,3.73
1840.01,7765528,1,0.321408,68.14,19.12,3.23
1841.01,11760231,1,-0.160035,45.34,19.07,3.09
1842.01,7779077,1,0.304302,80.28,23.59,3.13
1843.01,5080636,1,0.557953,40.59,13.22,2.76
1844.01,8892721,1,0.733825,238.75,59.49,4.03
1845.01,3338885,1,0.204598,13.71,7.92,2.01
1845.02,3338885,1,0.477335,59.44,13.14,4.21
1846.01,9886255,1,-0.158713,186.68,66.40,3.20
1847.01,6776401,1,0.557763,76.10,23.81,3.72
1848.01,7430034,1,0.358520,18.64,13.15,2.82
1849.01,9735426,1,0.214884,74.23,20.53,2.90
1850.01,8826168,1,-0.162156,35.55,9.08,4.14
1851.01,10464050,1,0.438130,37.03,13.45,2.51
1852.01,9763348,1,-0.212450,15.90,10.71,2.29
1853.01,8804397,1,0.728273,19.70,9.61,2.91
1854.01,9662811,1,0.312272,35.53,15.24,2.80
1855.01,5992270,1,-0.076236,110.45,57.21,3.13
1856.01,11570749,1,0.620165,67.20,23.15,3.50
1857.01,11297236,1,-0.220017,39.89,16.19,2.72
1858.01,8160953,1,0.268565,177.85,55.04,3.42
1859.01,8625821,1,0.404351,684.39,48.36,24.28
1860.01,4157325,1,0.460232,32.80,11.83,2.50
1860.02,4157325,1,0.464446,51.52,16.29,3.60
1860.03,4157325,1,0.474032,21.43,8.85,2.68
1860.04,4157325,1,-0.017547,71.30,23.62,2.99
1861.01,3648437,1,-0.145917,61.20,19.17,3.21
1862.01,7286173,1,0.058294,42.37,14.23,3.50
1863.01,11126381,1,0.067328,61.38,20.52,3.29
1864.01,4149450,1,0.427994,8.19,3.23,2.30
1865.01,9115681,1,0.307376,4.51,4.61,2.10
1866.01,9520838,1,-0.158990,131.62,39.92,3.06
1867.01,8167996,1,0.086616,25.58,12.37,2.04
1867.02,8167996,1,0.109838,101.41,35.36,3.67
1867.03,8167996,1,-0.190253,49.09,17.39,2.63
1868.01,6773862,1,-0.182987,73.30,29.50,2.83
1870.01,10187159,1,0.694340,34.00,16.88,3.44
1871.01,9758089,1,0.342572,190.67,44.47,4.82
1871.02,9758089,1,0.556733,77.94,28.73,3.06
1872.01,9883311,1,0.719475,143.15,51.95,2.64
1873.01,4939346,1,0.152153,221.81,62.19,3.24
1873.02,4939346,1,0.467287,123.50,44.29,2.48
1874.01,8978528,1,0.734893,68.41,32.17,1.91
1874.02,8978528,1,0.587061,61.14,27.16,1.63
1875.01,9967771,1,0.449167,51.70,18.08,3.35
1875.02,9967771,1,-0.156728,-25.23,20.32,1.05
1876.01,11622600,1,-0.210686,238.50,49.20,3.77
1877.01,10454632,1,0.644243,22.15,9.89,2.64
1878.01,3098810,1,0.066314,23.75,10.93,2.62
1879.01,8367644,1,0.656537,220.47,84.13,3.38
1880.01,10332883,1,-0.241602,28.59,5.48,4.46
1881.01,4035640,1,0.575648,78.56,32.79,2.84
1882.01,6205228,1,0.044202,23.60,13.90,2.24
1883.01,11758544,1,0.337126,5.44,2.08,2.65
1884.01,4851530,2,0.738238,131.65,57.34,2.21
1884.02,4851530,1,-0.149869,98.00,35.72,3.01
1885.01,11413812,1,0.280049,21.67,10.05,1.87
1886.01,9549648,1,0.505579,11.55,4.21,2.75
1887.01,10965740,1,0.444850,76.97,15.19,6.60
1888.01,10063802,1,-0.047443,114.60,45.07,3.41
1889.01,11074178,1,0.098084,72.17,30.89,4.10
1889.02,11074178,1,0.082340,64.49,23.80,2.64
1890.01,7449136,1,0.481666,5.53,2.37,2.33
1891.01,8680979,1,0.240333,85.55,22.96,3.31
1891.02,8680979,1,0.735297,39.31,18.81,2.39
1892.01,9030537,1,-0.154600,164.35,56.07,3.53
1893.01,8689793,1,-0.037507,6.84,10.02,1.58
1894.01,11673802,1,0.443554,0.90,5.55,0.49
1895.01,4263293,1,0.182900,84.68,41.35,3.27
1895.02,4263293,1,0.223511,150.42,56.85,3.28
1895.03,4263293,1,0.388025,319.76,89.35,3.96
1896.01,10294613,1,0.290124,29.63,21.45,2.70
1897.01,5695524,1,0.395873,73.69,18.23,3.50
1898.01,7668663,1,-0.104199,11.44,5.08,3.12
1899.01,7047922,1,-0.202782,35.95,13.15,2.66
1899.02,7047922,1,-0.029128,21.40,9.35,2.00
1900.01,9353314,1,0.173578,47.87,12.62,3.29
1901.01,3629967,1,0.241897,75.54,18.84,3.31
1902.01,5809954,1,-0.199246,175.34,51.20,4.13
1903.01,3836453,1,0.630929,6.47,2.51,3.59
1904.01,8766650,1,0.130866,28.55,8.25,3.67
1905.01,10328393,1,-0.079904,25.47,9.61,3.27
1905.02,10328393,1,-0.195877,32.48,11.81,3.06
1905.03,10328393,1,0.182172,42.76,17.90,2.79
1906.01,11773328,1,0.271943,51.81,20.25,3.53
1907.01,7094486,1,-0.223017,131.44,32.71,3.34
1908.01,5706966,1,-0.167145,61.55,15.47,3.28
1908.02,5706966,1,0.718771,101.16,23.57,3.26
1909.01,10130039,1,0.097166,20.48,6.23,2.76
1909.02,10130039,1,0.507567,19.63,4.30,3.50
1909.03,10130039,1,0.446934,28.32,9.71,3.59
1910.01,8226050,1,-0.144696,88.71,22.34,3.24
1911.01,9965957,1,0.158620,69.19,22.99,3.11
1912.01,3952651,1,0.228123,111.39,31.46,2.88
1913.01,9704384,1,0.614523,16.18,5.43,2.90
1914.01,8426567,1,0.060806,48.09,21.54,3.44
1915.01,9101496,1,0.139084,26.30,7.45,3.35
1915.02,9101496,1,0.698342,57.93,24.35,2.91
1916.01,6037581,1,0.116920,37.05,12.99,2.53
1916.02,6037581,1,-0.109974,24.75,8.65,3.71
1916.03,6037581,1,0.500047,9.33,4.11,2.56
1917.01,10074466,1,0.099669,40.62,16.38,2.38
1918.01,7369865,1,0.363907,195.75,21.19,8.29
1919.01,8127607,1,0.348077,266.63,29.30,9.18
1920.01,8218379,1,0.699643,46.42,18.03,2.79
1920.02,8218379,1,-0.178030,39.60,12.15,2.88
1921.01,7755636,1,0.188103,41.25,12.51,3.25
1922.01,9411166,1,0.164149,20.89,9.90,2.14
1922.03,9411166,1,0.335465,88.71,37.18,2.90
1923.01,4989057,1,0.146394,40.66,13.93,3.17
1924.01,5108214,1,0.488549,9.74,1.83,5.48
1925.01,9955598,1,0.245647,16.42,4.19,3.69
1928.01,5770074,1,0.023339,45.53,19.00,2.56
1929.01,10136549,1,0.453233,8.13,4.09,2.58
1929.02,10136549,1,0.395090,-1.54,2.51,0.39
1930.01,5511081,1,0.272403,10.48,4.92,2.37
1930.02,5511081,1,-0.144010,12.78,6.56,3.00
1930.03,5511081,1,0.215083,14.37,7.68,2.13
1930.04,5511081,1,0.434565,5.45,4.10,1.71
1931.01,10978763,1,0.364654,31.22,9.05,2.75
1931.02,10978763,1,0.447693,49.96,14.94,2.92
1931.03,10978763,1,-0.169116,27.67,11.34,2.89
1932.01,5202905,1,-0.187106,23.59,7.62,2.86
1932.02,5202905,1,0.409476,20.74,6.64,2.93
1933.01,9072190,1,0.225827,64.06,21.08,2.59
1934.01,4242147,1,-0.029056,114.92,35.77,3.30
1935.01,5396122,1,0.464172,703.89,76.36,8.44
1936.01,4945877,1,0.712307,0.52,0.74,1.42
1937.01,10190777,1,-0.068646,20.77,6.28,2.91
1938.01,9651234,1,0.726401,73.52,23.69,3.81
1939.01,7045496,1,0.689257,93.36,22.76,4.18
1940.01,10005788,1,0.183327,111.42,29.56,3.89
1941.01,5213902,1,-0.081079,10.09,7.59,1.61
1942.01,2832589,1,-0.213441,98.01,36.34,3.63
1943.01,7810483,1,0.213055,29.83,10.42,3.54
1944.01,2438513,1,0.106866,46.02,15.21,3.05
1944.02,2438513,1,0.164153,44.29,12.52,1.84
1945.01,11656918,1,0.627753,61.87,27.62,3.29
1946.01,10844890,1,0.090418,33.42,14.50,2.37
1947.01,12253474,1,0.656989,18.67,7.05,2.88
1948.01,9536692,1,0.401867,278.91,45.03,5.11
1949.01,3122985,1,0.572480,101.78,16.61,4.27
1950.01,3118797,1,0.392173,221.34,72.92,3.21
1951.01,8081187,1,-0.212789,23.13,9.66,2.76
1952.01,7747425,1,0.417491,15.09,9.54,1.86
1952.02,7747425,1,0.655098,46.54,15.61,2.76
1952.03,7747425,1,0.300211,6.23,7.63,1.14
1952.04,7747425,1,0.494884,67.91,19.22,3.52
1953.01,8652999,1,0.562941,41.28,12.28,2.64
1954.01,9468717,1,-0.498477,32.62,3.10,10.53
1955.01,9892816,1,0.281062,24.90,6.88,3.25
1955.02,9892816,1,0.591393,43.79,10.23,4.34
1955.03,9892816,1,0.669010,1.00,2.52,0.87
1955.04,9892816,1,0.078617,38.82,11.60,3.50
1956.01,5730389,1,0.111070,13.95,8.20,3.30
1957.01,10028352,1,0.250126,3.01,2.83,2.38
1958.01,9836149,1,0.185035,94.45,27.01,3.36
1959.01,4813563,1,0.690362,103.29,32.26,3.37
1960.01,6949061,1,0.495712,14.99,6.95,2.01
1960.02,6949061,1,0.668146,38.21,13.85,3.02
1961.01,7269493,1,0.611524,8.94,2.70,2.62
1962.01,5513648,1,0.115075,2.37,5.64,3.75
1963.01,10917681,1,-0.149025,32.44,11.98,2.97
1964.01,7887791,1,0.547698,2.92,1.27,2.52
1965.01,11657891,1,0.159070,5.52,7.21,1.88
1966.01,9973855,1,0.518992,5.87,2.47,2.70
1967.01,6205897,1,0.298046,19.63,7.87,2.67
1968.01,7948784,1,0.689589,46.89,15.26,2.39
1969.01,9244756,1,0.127111,110.43,30.59,2.80
1970.01,9650808,1,-0.118445,98.68,29.74,3.20
1970.02,9650808,1,0.636408,117.48,40.95,2.80
1971.01,9347009,1,0.267453,117.52,38.01,3.18
1972.01,11253711,1,0.640970,30.82,11.55,3.70
1972.02,11253711,1,0.520031,2.72,3.14,0.18
1973.01,4917596,1,-0.159568,59.93,20.23,2.37
1974.01,7289577,1,0.706758,153.57,42.54,3.39
1975.01,8543100,1,0.471166,38.16,20.54,1.58
1976.01,2693736,1,0.157865,53.31,22.08,1.96
1977.01,9412760,1,0.735017,36.72,12.71,3.48
1977.02,9412760,1,0.071359,35.80,9.86,2.56
1978.01,9518318,1,0.099350,66.18,20.01,3.06
1978.02,9518318,1,-0.174472,-9.76,34.08,3.06
1979.01,7273277,1,0.302246,2.97,3.48,2.79
1980.01,11769890,1,0.251704,151.55,27.27,3.57
1981.01,10153855,1,0.113588,20.84,14.75,2.09
1982.01,6862721,1,0.350383,79.61,24.02,3.15
1984.01,10094670,1,0.561953,45.72,13.86,3.70
1985.01,8142942,1,0.062975,33.51,9.59,3.97
1986.01,8257205,1,0.561416,142.27,58.78,2.99
1986.02,8257205,1,0.176249,39.17,15.43,2.60
1987.01,2021440,1,0.386160,485.68,24.78,20.47
1988.01,9044228,1,-0.224502,13.10,4.52,2.40
1989.01,10779233,1,0.082769,95.62,34.76,3.60
1990.01,11614617,1,0.563984,46.30,13.85,3.42
1991.01,5306720,1,0.707078,168.41,52.57,3.49
1992.01,11450414,1,0.265570,19.05,9.36,2.50
1992.02,11450414,1,0.071049,54.33,19.95,3.16
1992.03,11450414,1,0.279386,63.10,25.74,3.32
1993.01,9042357,1,0.496594,225.02,20.43,10.73
1994.01,3328026,1,0.212497,8.59,9.36,0.55
1995.01,5942093,1,0.090793,181.37,43.13,3.72
1996.01,4736569,1,0.537120,70.95,28.90,2.25
1996.02,4736569,1,0.152406,60.89,25.57,2.23
1997.01,10384798,1,0.243048,79.70,27.91,3.02
1998.01,9834040,1,-0.203903,55.48,17.40,3.44
1999.01,10616415,2,-0.237322,26.07,8.71,5.01
2000.01,8802693,1,0.403478,133.81,38.01,2.96
2001.01,6061773,1,0.280799,26.94,7.58,3.73
2002.01,10024701,1,0.143476,30.09,12.05,2.82
2003.01,9851271,1,0.626532,40.22,10.91,3.86
2004.01,12154526,1,0.026547,39.31,11.14,2.95
2004.02,12154526,1,0.315542,6.81,3.88,1.66
2004.03,12154526,1,0.114390,10.15,4.00,2.14
2005.01,6665512,1,0.342476,53.10,16.65,2.82
2006.01,10525027,1,0.507401,15.91,6.72,2.57
2007.01,11069176,1,0.485354,22.34,9.18,2.81
2007.02,11069176,1,0.744357,39.03,10.50,3.20
2008.01,8098728,1,0.423944,223.34,11.72,20.00
2009.01,2449431,1,0.547189,47.85,17.05,3.57
2010.01,5631630,1,0.304846,48.77,13.55,2.86
2011.01,5384079,1,-0.097424,13.59,4.57,2.97
2011.02,5384079,1,0.190150,18.62,6.88,2.62
2012.01,9839821,1,0.159102,102.66,33.78,2.93
2012.02,9839821,1,0.731760,152.99,90.87,4.98
2013.01,4056616,1,0.537152,15.16,4.47,2.98
2014.01,6707908,1,0.041817,48.06,29.15,1.86
2015.01,11298815,1,0.501735,78.14,18.74,4.03
2016.01,8492026,1,0.474473,24.97,8.60,2.47
2017.01,8750043,1,0.645974,1.39,4.21,1.73
2018.01,9973109,1,-0.097055,73.31,23.76,2.80
2018.02,9973109,1,0.318166,48.74,17.58,3.53
2019.01,6226290,1,0.525531,110.70,33.33,3.03
2020.01,9349482,1,0.524000,131.08,37.35,3.23
2021.01,6356207,1,0.329863,64.66,19.53,3.21
2022.01,8564674,1,0.513397,38.45,14.12,2.59
2022.02,8564674,1,-0.212996,52.79,18.71,3.04
2023.01,8578780,1,0.571332,84.63,28.45,3.03
2024.01,4544907,1,0.691603,59.87,17.62,3.00
2025.01,4636578,1,0.567638,37.57,12.88,2.98
2025.02,4636578,1,0.575156,45.01,16.17,2.55
2025.03,4636578,1,0.430270,40.40,10.17,3.02
2026.01,11923284,1,0.339924,11.45,4.98,1.76
2027.01,8556077,1,0.498608,5.24,1.90,3.13
2028.01,7102316,1,0.298158,222.00,56.52,3.59
2028.02,7102316,1,0.732733,220.23,41.93,4.43
2028.03,7102316,1,-0.248387,203.31,64.50,3.07
2029.01,9489524,1,0.482164,31.04,10.33,3.21
2029.02,9489524,1,0.151038,23.27,7.62,2.85
2029.03,9489524,1,0.700570,27.06,6.89,3.23
2029.04,9489524,1,-0.128346,12.50,6.19,2.41
2030.01,8111919,1,0.433566,10.80,4.16,2.51
2031.01,5940165,1,0.238245,64.68,25.50,2.72
2032.01,2985767,1,0.586726,17.78,5.89,3.60
2033.01,2304320,1,-0.119781,33.33,11.96,3.39
2034.01,3657758,1,0.606342,83.32,30.77,2.50
2034.02,3657758,1,0.491093,62.12,29.63,2.99
2035.01,9790806,1,0.739363,20.34,5.38,4.19
2036.01,6382217,1,0.360639,93.48,31.04,2.59
2036.02,6382217,1,0.211832,86.03,25.49,3.06
2037.01,9634821,1,0.109451,262.16,69.39,4.20
2037.02,9634821,1,0.148343,60.83,22.82,3.06
2037.03,9634821,1,-0.212059,88.10,27.10,3.04
2038.01,8950568,1,0.445614,54.58,17.30,2.87
2038.02,8950568,1,0.479112,43.43,20.12,3.28
2038.03,8950568,1,0.130036,59.74,24.28,2.93
2038.04,8950568,1,-0.096166,88.54,28.95,3.39
2039.01,8804845,1,0.357822,29.70,10.02,2.42
2039.02,8804845,1,0.709362,5.12,4.27,1.08
2040.01,10480915,1,-0.016594,61.61,19.42,3.09
2041.01,5024482,1,0.092840,24.87,6.79,3.25
2042.01,9111849,1,0.639415,64.38,17.86,3.41
2043.01,3448130,1,-0.138225,105.06,28.63,2.92
2044.01,9656252,1,-0.154547,114.02,36.46,2.56
2045.01,6026438,1,0.372329,78.57,25.75,3.15
2045.02,6026438,1,0.637348,125.03,46.26,2.82
2045.03,6026438,1,-0.071189,110.62,36.92,2.43
2046.01,10663396,1,-0.186100,26.29,9.11,3.56
2047.01,11457726,1,-0.208486,22.29,6.62,2.28
2048.01,8956206,1,-0.218747,63.07,24.69,3.28
2049.01,9649706,1,-0.127465,3.78,4.80,1.69
2050.01,6307083,1,-0.153880,112.96,13.34,8.46
2051.01,7265298,1,-0.018242,3.26,24.57,2.50
2051.02,7265298,1,0.378256,40.27,14.10,2.88
2052.01,3248501,1,0.332867,122.72,30.23,3.33
2053.01,2307415,1,0.562688,26.44,7.62,3.37
2053.02,2307415,1,0.233308,9.73,4.47,2.52
2054.01,9156585,1,0.149221,78.87,35.30,2.60
2055.01,3128552,1,0.313920,39.36,18.11,1.94
2055.02,3128552,1,0.233070,16.55,12.67,1.58
2055.03,3128552,1,0.675618,10.25,11.62,1.15
2056.01,10134152,1,-0.039502,59.18,22.50,2.98
2057.01,9573685,1,0.420478,47.54,14.85,3.01
2058.01,10329835,1,0.406075,20.81,10.51,2.39
2059.01,12301181,1,-0.129631,16.63,5.71,2.78
2059.02,12301181,1,0.486123,13.28,3.57,3.14
2060.01,9279354,1,0.348200,42.56,17.64,2.64
2061.01,12061969,1,0.039137,164.83,82.02,2.95
2061.02,12061969,1,0.418572,60.25,15.59,2.77
2062.01,6774880,1,-0.172959,63.95,24.52,2.90
2063.01,7449541,1,0.097391,9.63,17.63,2.20
2064.01,2579043,1,0.585639,18.72,13.55,1.47
2065.01,6342333,1,-0.205612,97.37,32.95,3.43
2066.01,3239671,1,0.265738,187.60,62.65,3.10
2067.01,9304101,1,-0.183071,21.48,5.78,2.84
2068.01,10674871,1,0.258991,132.61,48.02,3.19
2069.01,11360571,1,0.674149,65.83,29.82,2.83
2070.01,6032517,1,0.583661,7.69,5.18,1.52
2071.01,6035124,1,-0.208500,18.38,5.56,3.39
2072.01,12058147,1,0.104625,0.68,6.93,0.59
2073.01,8164257,1,0.358860,158.36,46.82,2.72
